15/03/2019,MAGNA,3355.8,$390.03,$20.29,19.22,"$2,965.77",,,0,0,,DEPTO. DE RECURSOS MATERIALES Y SERVCIOS GENERALES,CHEVROLET,CHEVY,2009,GRIS,MJJ9849,
15/03/2019,MAGNA,"$1,834.74",$700.29,$20.29,34.51,"$1,134.45",257647,257851,204,10.0542139,,DEPTO. DE RECURSOS MATERIALES Y SERVCIOS GENERALES,NISSAN ,TSURU,2005,ROJO,LZH3140,
15/03/2019,MAGNA,"$2,759.78",$700.11,$20.29,34.51,"$2,059.67",150337,,-150337,-7409.413504,,DEPTO. DE INFORMÁTICA,VOLKSWAGEN ,JETTA  ,2011,PLATA,NBU2459,
15/03/2019,MAGNA,"$2,759.78","$1,500.06",$20.29,73.93,"$1,259.72",113215,113809,594,29.27550517,,DEPTO. DE RECURSOS MATERIALES Y SERVCIOS GENERALES,CHEVROLET,EXPRESS VAN,2010,BLANCO,MFM5968,
19/03/2019,MAGNA,"$1,134.45",$300.15,$20.29,14.79,$834.30,257851,258093,242,11.92705766,,DEPTO. DE RECURSOS MATERIALES Y SERVCIOS GENERALES,NISSAN ,TSURU,2005,ROJO,LZH3140,
19/03/2019,MAGNA,3355.8,$950.20,$20.29,46.83,"$2,405.60",163324,,-163324,-8049.482504,,COORDINACIÓN DE ZONA VALLE DE MÉXICO,VOLKSWAGEN ,JETTA  ,2013,BLANCO CANDY,NDG1682,
19/03/2019,MAGNA,3355.8,$910.05,$20.29,44.85,"$2,445.75",35023,,-35023,-1726.121242,,DIRECCIÓN DE PLANEACIÓN Y EVALUACIÓN INSTITUCIONAL,VOLKSWAGEN ,VENTO,2017,DIFERENTES,NBP4179,
19/03/2019,MAGNA,3335.8,$902.44,$20.29,44.48,"$2,433.36",67222,,-67222,-3313.060621,,DEPTO. DE RECURSOS MATERIALES Y SERVCIOS GENERALES,VOLKSWAGEN ,JETTA  ,2013,ROJO TORNADO,NDG1625,
19/03/2019,MAGNA,"$2,304.91",$640.05,$20.29,31.55,"$1,664.86",177465,,-177465,-8746.426811,,DEPTO. DE RECURSOS MATERIALES Y SERVCIOS GENERALES,CHEVROLET,CHEVY,2009,GRIS,MJJ9820,
19/03/2019,MAGNA,"$2,597.76",$491.67,$20.29,24.23,"$2,106.10",184803,185179,376,18.53129621,,DEPTO. DE RECURSOS MATERIALES Y SERVCIOS GENERALES,NISSAN ,TSURU,2007,BLANCO,MDJ8716,
19/03/2019,MAGNA,"$2,788.87",$700.15,$20.29,34.51,"$2,088.72",152518,152816,298,14.68703795,,DEPTO. DE RECURSOS MATERIALES Y SERVCIOS GENERALES,JEEP,PATRIOT,2010,BLANCO,MFA7558,
19/03/2019,MAGNA,"$2,088.72",$715.32,$20.29,35.25,"$1,373.40",152816,153026,210,10.34851535,,DEPTO. DE RECURSOS MATERIALES Y SERVCIOS GENERALES,JEEP,PATRIOT,2010,BLANCO,MFA7558,
19/03/2019,MAGNA,"$1,685.06",$723.07,$20.29,35.64,$961.98,201975,202435,460,22.67126663,TRASLADO DE ALUMNOS DE LA SINFONICA AMANALCO TOLUCA ALMOLOYA,DEPTO. DE RECURSOS MATERIALES Y SERVCIOS GENERALES,NISSAN ,URVAN,2005,GRIS,LYK5287,
19/03/2019,MAGNA,,$650.36,$20.29,32.05,,48556,,-48556,-2393.100049,,OFICIALIA DE PARTES,VOLKSWAGEN ,VENTO,2017,DIFERENTES,NAP8971,
20/03/2019,MAGNA,"$2,459.72","$1,200.00",$20.29,59.14,"$1,259.72",113809,,-113809,-5609.076565,,DEPTO. DE RECURSOS MATERIALES Y SERVCIOS GENERALES,CHEVROLET,EXPRESS VAN,2010,BLANCO,MFM5968,
20/03/2019,MAGNA,"$1,664.86",$80.06,$20.29,3.95,"$1,584.79",177494,,-177494,-8747.86,,DEPTO. DE RECURSOS MATERIALES Y SERVCIOS GENERALES,CHEVROLET,CHEVY,2009,GRIS,MJJ9820,
20/03/2019,MAGNA,3355.8,$760.00,$20.29,37.46,"$2,595.80",18003,,-18003,-887.2843765,,COORDINACIÓN DE ZONA VALLE DE TOLUCA,VOLKSWAGEN ,VENTO,2017,DIFERENTES,NAP8926,
20/03/2019,MAGNA,$834.30,$300.01,$20.29,14.79,$534.29,258093,258337,244,12.02562839,,DEPTO. DE RECURSOS MATERIALES Y SERVCIOS GENERALES,NISSAN ,TSURU,2005,ROJO,LZH3140,
21/03/2019,MAGNA,$534.29,$405.80,$20.29,20,$128.49,258337,258535,198,9.758501725,,DEPTO. DE RECURSOS MATERIALES Y SERVCIOS GENERALES,NISSAN ,TSURU,2005,ROJO,LZH3140,
21/03/2019,MAGNA,,$400.00,$20.29,19.71,-$400.00,49119,,-49364,-2432.922622,,OFICIALIA DE PARTES,VOLKSWAGEN ,VENTO,2017,DIFERENTES,NAP8971,
21/03/2019,MAGNA,"$1,882.65",$405.80,$20.29,20,"$1,476.85",209465,209652,187,-10332.77477,,ÁREA DE BIENES MUEBLES,NISSAN ,TSURU,2009,ROJO,MDT1718,
21/03/2019,MAGNA,,$910.21,$20.29,44.86,-$910.21,19848,,-19848,-978.2158699,,DEPTO. DE RECURSOS MATERIALES Y SERVCIOS GENERALES,VOLKSWAGEN ,VENTO,2017,DIFERENTES,NAP8934,
